iso,country,region,year,population,life_expectancy,gdp_cap
ROU,Romania,Eastern Europe,1976,21879077,70.41,9613.24831024636
ROU,Romania,Eastern Europe,1977,22087896,69.75,10107.48149122035
ROU,Romania,Eastern Europe,1978,22285505,69.86,10960.80165111807
ROU,Romania,Eastern Europe,1979,22463310,69.5,11034.526968643535
ROU,Romania,Eastern Europe,1980,22615644,69.65,11029.842882210209
ROU,Romania,Eastern Europe,1981,22737209,69.75,10981.646867915935
ROU,Romania,Eastern Europe,1982,22830547,70.03,11381.242858526342
ROU,Romania,Eastern Europe,1983,22907296,70.15,12052.229996940712
ROU,Romania,Eastern Europe,1984,22983962,70.12,12748.237227332695
ROU,Romania,Eastern Europe,1985,23071258,69.83,12700.174390143788
ROU,Romania,Eastern Europe,1986,23175055,69.99,12959.83979326047
ROU,Romania,Eastern Europe,1987,23288388,69.4,13024.731467029835
ROU,Romania,Eastern Europe,1988,23393739,69.74,12922.21820547797
ROU,Romania,Eastern Europe,1989,23466413,69.9,12134.278894690893
ROU,Romania,Eastern Europe,1990,23489156,69.88,11445.664544098561
ROU,Romania,Eastern Europe,1991,23456646,70.26,10054.037563597114
ROU,Romania,Eastern Europe,1992,23375828,69.76,9255.84325825806
ROU,Romania,Eastern Europe,1993,23256959,69.62,9410.129673445268
ROU,Romania,Eastern Europe,1994,23115814,69.47,9794.37713073829
ROU,Romania,Eastern Europe,1995,22964747,69.37,10425.9803079912
ROU,Romania,Eastern Europe,1996,22805706,68.99,10864.649399584472
ROU,Romania,Eastern Europe,1997,22637600,69.06,10367.618475456762
ROU,Romania,Eastern Europe,1998,22466291,69.88,10178.226570643103
ROU,Romania,Eastern Europe,1999,22298122,70.68,10155.78800761786
ROU,Romania,Eastern Europe,2000,22137423,71.13,10419.234433926658
ROU,Romania,Eastern Europe,2001,21989354,71.08,11116.970512185124
ROU,Romania,Eastern Europe,2002,21853278,71.11,11968.090096140268
ROU,Romania,Eastern Europe,2003,21720403,71.38,12336.92579276729
ROU,Romania,Eastern Europe,2004,21577890,71.87,13701.293314591927
ROU,Romania,Eastern Europe,2005,21417287,72.21,14429.7454668278
ROU,Romania,Eastern Europe,2006,21234312,72.69,15680.894205566914
ROU,Romania,Eastern Europe,2007,21034196,73.2,17065.449043072527
ROU,Romania,Eastern Europe,2008,20829521,73.26,18967.262857364796
ROU,Romania,Eastern Europe,2009,20637995,73.37,18070.6992127869
ROU,Romania,Eastern Europe,2010,20471860,73.65,17469.15033611992
ROU,Romania,Eastern Europe,2011,20336718,74.46,17907.65845305029
ROU,Romania,Eastern Europe,2012,20227467,74.56,18361.171964833757
ROU,Romania,Eastern Europe,2013,20132780,74.88,19077.196492486382
ROU,Romania,Eastern Europe,2014,20035928,74.89,19801.927816869775
ROU,Romania,Eastern Europe,2015,19925182,75.09,20665.607972865695
ROU,Romania,Eastern Europe,2016,19796280,75.15,21782.12270184095
ROU,Romania,Eastern Europe,2017,19653966,75.18,23441.630050647283
ROU,Romania,Eastern Europe,2018,19506110,75.31,24544.001853778125
ROU,Romania,Eastern Europe,2019,19364558,75.44,25527.25448213174
ROU,Romania,Eastern Europe,2020,19237682,75.57,26422.362112025763
RUS,Russia,Eastern Europe,1950,102798649,57.3,6820.342551388978
RUS,Russia,Eastern Europe,1951,104304698,57.8,6700.244700387321
RUS,Russia,Eastern Europe,1952,105967087,58.2,6976.203847143594
RUS,Russia,Eastern Europe,1953,107727310,59,7119.039730965156
RUS,Russia,Eastern Europe,1954,109536504,61,7301.337643567664
RUS,Russia,Eastern Europe,1955,111355301,63.4,7745.576476866602
RUS,Russia,Eastern Europe,1956,113154332,64.9,8293.02761470944
RUS,Russia,Eastern Europe,1957,114913780,64,8269.687064510454
RUS,Russia,Eastern Europe,1958,116622392,66.9,8686.582247429807
RUS,Russia,Eastern Europe,1959,118275873,67.65,8391.474734665455
RUS,Russia,Eastern Europe,1960,119871700,68.67,8972.009239878971
RUS,Russia,Eastern Europe,1961,121403897,68.92,9493.764438220629
RUS,Russia,Eastern Europe,1962,122858215,68.58,10077.714379946021
RUS,Russia,Eastern Europe,1963,124210253,69.05,10373.942318594263
RUS,Russia,Eastern Europe,1964,125430991,69.85,10949.92544545869
RUS,Russia,Eastern Europe,1965,126503741,69.44,11470.807017477846
RUS,Russia,Eastern Europe,1966,127417192,69.51,12213.030090947224
RUS,Russia,Eastern Europe,1967,128187398,69.3,12917.49443264306
RUS,Russia,Eastern Europe,1968,128859795,69.26,13658.721092952228
RUS,Russia,Eastern Europe,1969,129497500,68.74,13953.242340585726
RUS,Russia,Eastern Europe,1970,130148650,68.86,15062.622624207013
RUS,Russia,Eastern Europe,1971,130830724,68.99,15623.1650907932
RUS,Russia,Eastern Europe,1972,131539634,68.84,15996.395428620395
RUS,Russia,Eastern Europe,1973,132275730,68.95,17165.9608304562
RUS,Russia,Eastern Europe,1974,133032258,68.79,17689.61931022775
RUS,Russia,Eastern Europe,1975,133804859,68.29,18303.67012307079
RUS,Russia,Eastern Europe,1976,134596225,68.03,18751.194545017886
RUS,Russia,Eastern Europe,1977,135413335,67.97,19208.743363421334
RUS,Russia,Eastern Europe,1978,136259824,67.91,19452.322204672742
RUS,Russia,Eastern Europe,1979,137139387,67.62,19536.18182645078
RUS,Russia,Eastern Europe,1980,138053143,67.64,20110.15424690476
RUS,Russia,Eastern Europe,1981,138993850,67.89,20245.931744462076
RUS,Russia,Eastern Europe,1982,139954626,68.35,20256.13644239241
RUS,Russia,Eastern Europe,1983,140935774,68.09,20529.351192267197
RUS,Russia,Eastern Europe,1984,141938482,67.77,20480.351480721063
RUS,Russia,Eastern Europe,1985,142957289,68.45,20660.996166484383
RUS,Russia,Eastern Europe,1986,143995348,70.04,21046.235465884634
RUS,Russia,Eastern Europe,1987,145032886,70.18,20906.01713600321
RUS,Russia,Eastern Europe,1988,146013482,70.09,21129.62418086845
RUS,Russia,Eastern Europe,1989,146863927,69.76,21229.10685889531
RUS,Russia,Eastern Europe,1990,147531562,69.51,20638.973509953077
RUS,Russia,Eastern Europe,1991,147995584,69.31,19553.55640881825
RUS,Russia,Eastern Europe,1992,148268576,68.17,16704.95574193685
RUS,Russia,Eastern Europe,1993,148373584,65.47,15274.2148494573
RUS,Russia,Eastern Europe,1994,148349443,64.03,13370.86247098346
RUS,Russia,Eastern Europe,1995,148227471,64.77,12813.414323179
RUS,Russia,Eastern Europe,1996,148020852,66.04,12370.081480141731
RUS,Russia,Eastern Europe,1997,147730020,67.13,12564.000194408693
RUS,Russia,Eastern Europe,1998,147360613,67.43,11917.838588252887
RUS,Russia,Eastern Europe,1999,146915915,66.16,12719.860880967184
RUS,Russia,Eastern Europe,2000,146404890,65.51,14050.828493501822
RUS,Russia,Eastern Europe,2001,145830726,65.47,14829.11084184001
RUS,Russia,Eastern Europe,2002,145215707,65.26,15604.166014906363
RUS,Russia,Eastern Europe,2003,144610876,65.09,16818.721158981156
RUS,Russia,Eastern Europe,2004,144080649,65.31,18098.336022903393
RUS,Russia,Eastern Europe,2005,143672125,64.8,19325.947883070567
RUS,Russia,Eastern Europe,2006,143403258,66.27,20970.165126931774
RUS,Russia,Eastern Europe,2007,143266207,67.28,22798.956351235014
RUS,Russia,Eastern Europe,2008,143248764,67.52,24006.001196631616
RUS,Russia,Eastern Europe,2009,143326904,68.44,22121.876015685095
RUS,Russia,Eastern Europe,2010,143479273,68.1,23325.947574323156
RUS,Russia,Eastern Europe,2011,143703027,69.75,24310.06550752755
RUS,Russia,Eastern Europe,2012,143993888,70.23,25156.414972279934
RUS,Russia,Eastern Europe,2013,144325456,70.71,25551.07118455943
RUS,Russia,Eastern Europe,2014,144664837,70.76,25284.582458693814
RUS,Russia,Eastern Europe,2015,144985059,71.3,24516.526216677266
RUS,Russia,Eastern Europe,2016,145275374,71.79,24416.595203533947
RUS,Russia,Eastern Europe,2017,145530091,72.08,24790.6805747823
RUS,Russia,Eastern Europe,2018,145734034,72.32,25366.895422657413
RUS,Russia,Eastern Europe,2019,145872260,72.52,25654.157959847882
RUS,Russia,Eastern Europe,2020,145934460,72.68,26153.795340730354
RWA,Rwanda,Eastern Africa,1950,2186183,41.14,600
RWA,Rwanda,Eastern Africa,1951,2251125,41.31,622
RWA,Rwanda,Eastern Africa,1952,2314181,41.64,629
RWA,Rwanda,Eastern Africa,1953,2379688,41.97,641
RWA,Rwanda,Eastern Africa,1954,2450362,42.31,663
RWA,Rwanda,Eastern Africa,1955,2527293,42.65,669
RWA,Rwanda,Eastern Africa,1956,2609863,42.99,680
RWA,Rwanda,Eastern Africa,1957,2695818,43.34,689
RWA,Rwanda,Eastern Africa,1958,2781612,43.68,693
RWA,Rwanda,Eastern Africa,1959,2862799,44.03,715
RWA,Rwanda,Eastern Africa,1960,2935575,44.37,720
RWA,Rwanda,Eastern Africa,1961,2998334,44.71,687.2801769249189
RWA,Rwanda,Eastern Africa,1962,3052937,45.03,764.844008245175
RWA,Rwanda,Eastern Africa,1963,3105417,45.34,673.7509555077467
RWA,Rwanda,Eastern Africa,1964,3164258,45.63,581.3070675652871
RWA,Rwanda,Eastern Africa,1965,3235536,45.9,607.6171026995219
RWA,Rwanda,Eastern Africa,1966,3321674,46.14,633.0092483488747
RWA,Rwanda,Eastern Africa,1967,3420897,46.35,660.5170953700156
RWA,Rwanda,Eastern Africa,1968,3529839,46.54,688.1219817674404
RWA,Rwanda,Eastern Africa,1969,3643237,46.7,743.2773816251866
RWA,Rwanda,Eastern Africa,1970,3757351,46.84,800.6679160397844
RWA,Rwanda,Eastern Africa,1971,3871428,46.97,788.8678485044795
RWA,Rwanda,Eastern Africa,1972,3987223,47.13,769.8625050567776
RWA,Rwanda,Eastern Africa,1973,4106411,47.32,775.3647533089113
RWA,Rwanda,Eastern Africa,1974,4231579,47.46,761.3855357539112
RWA,Rwanda,Eastern Africa,1975,4364709,47.59,724.73450532441
RWA,Rwanda,Eastern Africa,1976,4506109,47.87,839.3345578191739
RWA,Rwanda,Eastern Africa,1977,4655386,48.23,855.2996108163749
RWA,Rwanda,Eastern Africa,1978,4812872,48.62,908.5261791711893
RWA,Rwanda,Eastern Africa,1979,4978812,49.34,965.0457323955995
RWA,Rwanda,Eastern Africa,1980,5153314,50.18,1019.6884515478778
RWA,Rwanda,Eastern Africa,1981,5329250,51.05,1042.30665590843
RWA,Rwanda,Eastern Africa,1982,5504847,51.75,1028.5625729470773
RWA,Rwanda,Eastern Africa,1983,5690989,52.25,1055.4364394308266
RWA,Rwanda,Eastern Africa,1984,5902847,52.52,981.0554905116124
RWA,Rwanda,Eastern Africa,1985,6146884,52.63,997.4609542005347
RWA,Rwanda,Eastern Africa,1986,6443748,52.71,1011.8216302065196
RWA,Rwanda,Eastern Africa,1987,6779981,52.44,978.9597251083742
RWA,Rwanda,Eastern Africa,1988,7088194,51.87,952.2881669152961
RWA,Rwanda,Eastern Africa,1989,7276983,51.02,913.9205360243386
RWA,Rwanda,Eastern Africa,1990,7288883,49.39,868.0191868905016
RWA,Rwanda,Eastern Africa,1991,7083928,49.24,870.6753247633234
RWA,Rwanda,Eastern Africa,1992,6702239,48.85,974.304395441583
RWA,Rwanda,Eastern Africa,1993,6263758,48.44,957.9755597198998
RWA,Rwanda,Eastern Africa,1994,5936253,9.64,502.9054026167685
RWA,Rwanda,Eastern Africa,1995,5836490,46.47,691.6736014282557
RWA,Rwanda,Eastern Africa,1996,6013112,47.49,756.9276281566018
RWA,Rwanda,Eastern Africa,1997,6419898,46.51,807.1552004408793
RWA,Rwanda,Eastern Africa,1998,6962800,47.74,810.1479861549951
RWA,Rwanda,Eastern Africa,1999,7501238,48.98,784.0520768705112
RWA,Rwanda,Eastern Africa,2000,7933688,49.57,803.3700013159075
RWA,Rwanda,Eastern Africa,2001,8231150,50.78,840.0349641301641
RWA,Rwanda,Eastern Africa,2002,8427061,52.3,928.7484309179678
RWA,Rwanda,Eastern Africa,2003,8557160,53.78,934.7715156664127
RWA,Rwanda,Eastern Africa,2004,8680516,55.37,990.1166238274315
RWA,Rwanda,Eastern Africa,2005,8840220,57.03,1063.4056203352404
RWA,Rwanda,Eastern Africa,2006,9043342,58.73,1135.438021585383
RWA,Rwanda,Eastern Africa,2007,9273759,60.33,1192.2787263503396
RWA,Rwanda,Eastern Africa,2008,9524532,61.82,1290.5256657229982
RWA,Rwanda,Eastern Africa,2009,9782770,63.15,1335.0593106042563
RWA,Rwanda,Eastern Africa,2010,10039338,64.27,1396.405703543401
RWA,Rwanda,Eastern Africa,2011,10293333,65.21,1467.9617081269982
RWA,Rwanda,Eastern Africa,2012,10549668,65.95,1558.6243777529303
RWA,Rwanda,Eastern Africa,2013,10811538,66.7,1592.5602626564323
RWA,Rwanda,Eastern Africa,2014,11083629,67.24,1671.909602441583
RWA,Rwanda,Eastern Africa,2015,11369066,67.66,1774.4762180991825
RWA,Rwanda,Eastern Africa,2016,11668829,68.05,1832.3042935156561
RWA,Rwanda,Eastern Africa,2017,11980960,68.46,1892.6766457779677
RWA,Rwanda,Eastern Africa,2018,12301969,68.82,2003.1341416158666
RWA,Rwanda,Eastern Africa,2019,12626938,69.14,2109.7020101785565
RWA,Rwanda,Eastern Africa,2020,12952209,69.45,2228.5901654304685
LCA,St. Lucia,Caribbean America,1950,82783,52.94,1907
LCA,St. Lucia,Caribbean America,1951,83813,53.04,1947
LCA,St. Lucia,Caribbean America,1952,84658,53.28,1998
LCA,St. Lucia,Caribbean America,1953,85352,53.62,2057
LCA,St. Lucia,Caribbean America,1954,85945,54.06,2116
LCA,St. Lucia,Caribbean America,1955,86470,54.61,2169
LCA,St. Lucia,Caribbean America,1956,86989,55.25,2221
LCA,St. Lucia,Caribbean America,1957,87519,55.98,2293
LCA,St. Lucia,Caribbean America,1958,88123,56.79,2395
LCA,St. Lucia,Caribbean America,1959,88841,57.63,2516
LCA,St. Lucia,Caribbean America,1960,89698,58.49,2623
LCA,St. Lucia,Caribbean America,1961,90718,59.32,2725.507528825591
LCA,St. Lucia,Caribbean America,1962,91892,60.09,2823.036542898185
LCA,St. Lucia,Caribbean America,1963,93214,60.77,2923.6258287381725
LCA,St. Lucia,Caribbean America,1964,94637,61.37,3023.210752665448
LCA,St. Lucia,Caribbean America,1965,96138,61.9,3115.5585512492457
LCA,St. Lucia,Caribbean America,1966,97721,62.37,3203.6304479078194
LCA,St. Lucia,Caribbean America,1967,99370,62.83,3297.782016705243
LCA,St. Lucia,Caribbean America,1968,101028,63.33,3410.7308963851606
LCA,St. Lucia,Caribbean America,1969,102599,63.86,3529.0503708613146
LCA,St. Lucia,Caribbean America,1970,104016,64.43,3636.848263728657
LCA,St. Lucia,Caribbean America,1971,105244,64.71,3762.831363308122
LCA,St. Lucia,Caribbean America,1972,106303,64.95,3809.2500964224905
LCA,St. Lucia,Caribbean America,1973,107311,65.1,3813.675475953071
LCA,St. Lucia,Caribbean America,1974,108389,65.45,3983.6388102113683
LCA,St. Lucia,Caribbean America,1975,109634,65.8,4129.0202856778005
LCA,St. Lucia,Caribbean America,1976,111074,66.17,4824.247582692619
LCA,St. Lucia,Caribbean America,1977,112685,66.51,5208.793184540977
LCA,St. Lucia,Caribbean America,1978,114398,66.93,5533.856177555552
LCA,St. Lucia,Caribbean America,1979,116148,67.28,5652.362201673726
LCA,St. Lucia,Caribbean America,1980,117828,67.59,5273.841557185049
LCA,St. Lucia,Caribbean America,1981,119435,67.87,5373.315443546699
LCA,St. Lucia,Caribbean America,1982,120987,68.25,5492.996032631605
LCA,St. Lucia,Caribbean America,1983,122571,68.54,5753.826280278369
LCA,St. Lucia,Caribbean America,1984,124296,68.7,6095.793637767909
LCA,St. Lucia,Caribbean America,1985,126246,68.97,6495.8227983460865
LCA,St. Lucia,Caribbean America,1986,128448,69.31,7531.863267625809
LCA,St. Lucia,Caribbean America,1987,130868,69.58,7693.355243451417
LCA,St. Lucia,Caribbean America,1988,133364,69.88,8752.562678084041
LCA,St. Lucia,Caribbean America,1989,135787,70.21,9378.782416578906
LCA,St. Lucia,Caribbean America,1990,138019,70.52,9632.815960121432
LCA,St. Lucia,Caribbean America,1991,140001,70.77,9532.597310019215
LCA,St. Lucia,Caribbean America,1992,141758,70.93,10162.606124522074
LCA,St. Lucia,Caribbean America,1993,143402,71.24,10104.337422072216
LCA,St. Lucia,Caribbean America,1994,145080,71.3,10147.411579818032
LCA,St. Lucia,Caribbean America,1995,146871,71.7,10199.186714872234
LCA,St. Lucia,Caribbean America,1996,148837,72.01,10358.746030892857
LCA,St. Lucia,Caribbean America,1997,150920,72.38,10145.12971110522
LCA,St. Lucia,Caribbean America,1998,153023,72.88,10634.356436614104
LCA,St. Lucia,Caribbean America,1999,154988,73.35,10779.303017007769
LCA,St. Lucia,Caribbean America,2000,156737,73.75,10665.240830180494
LCA,St. Lucia,Caribbean America,2001,158184,74.1,10207.328067314014
LCA,St. Lucia,Caribbean America,2002,159392,74.06,10171.833542461352
LCA,St. Lucia,Caribbean America,2003,160530,74.05,10530.439232542203
LCA,St. Lucia,Caribbean America,2004,161821,74.16,11205.958781616724
LCA,St. Lucia,Caribbean America,2005,163408,74.33,11050.645708900422
LCA,St. Lucia,Caribbean America,2006,165378,74.56,11595.898148484079
LCA,St. Lucia,Caribbean America,2007,167644,74.97,11676.260641597672
LCA,St. Lucia,Caribbean America,2008,170011,75.44,12086.379922475604
LCA,St. Lucia,Caribbean America,2009,172223,75.52,11757.798087363477
LCA,St. Lucia,Caribbean America,2010,174092,75.56,11667.242320152563
LCA,St. Lucia,Caribbean America,2011,175538,75.57,12049.209356378677
LCA,St. Lucia,Caribbean America,2012,176654,75.58,11936.474883104825
LCA,St. Lucia,Caribbean America,2013,177505,75.51,11641.11053773133
LCA,St. Lucia,Caribbean America,2014,178307,75.55,11590.533030110988
LCA,St. Lucia,Caribbean America,2015,179131,75.55,11568.264917853414
LCA,St. Lucia,Caribbean America,2016,180028,75.55,11958.352817339524
LCA,St. Lucia,Caribbean America,2017,180955,75.54,12333.663021193115
LCA,St. Lucia,Caribbean America,2018,181890,75.69,12343.661273297048
LCA,St. Lucia,Caribbean America,2019,182795,75.83,12451.711058836401
LCA,St. Lucia,Caribbean America,2020,183629,75.97,12771.845841343144
VCT,St. Vincent and the Grenadines,Caribbean America,1950,66997,50,2136
VCT,St. Vincent and the Grenadines,Caribbean America,1951,68075,50.22,2204
VCT,St. Vincent and the Grenadines,Caribbean America,1952,69289,50.72,2275
VCT,St. Vincent and the Grenadines,Caribbean America,1953,70612,51.32,2349
VCT,St. Vincent and the Grenadines,Caribbean America,1954,72050,52.03,2424
VCT,St. Vincent and the Grenadines,Caribbean America,1955,73550,52.84,2502
VCT,St. Vincent and the Grenadines,Caribbean America,1956,75108,53.74,2583
VCT,St. Vincent and the Grenadines,Caribbean America,1957,76670,54.74,2666
VCT,St. Vincent and the Grenadines,Caribbean America,1958,78196,55.81,2752
VCT,St. Vincent and the Grenadines,Caribbean America,1959,79632,56.92,2840
VCT,St. Vincent and the Grenadines,Caribbean America,1960,80970,58.05,2931
VCT,St. Vincent and the Grenadines,Caribbean America,1961,82168,59.16,3009.0169409015675
VCT,St. Vincent and the Grenadines,Caribbean America,1962,83239,60.2,3069.6394358413722
VCT,St. Vincent and the Grenadines,Caribbean America,1963,84200,61.15,2833.385356294537
VCT,St. Vincent and the Grenadines,Caribbean America,1964,85117,61.99,2895.7148865679005
VCT,St. Vincent and the Grenadines,Caribbean America,1965,86009,62.7,2880.314920531572
VCT,St. Vincent and the Grenadines,Caribbean America,1966,86907,63.31,2840.0563706030584
VCT,St. Vincent and the Grenadines,Caribbean America,1967,87779,63.84,2534.207680652548
VCT,St. Vincent and the Grenadines,Caribbean America,1968,88663,64.32,2661.9337942546495
VCT,St. Vincent and the Grenadines,Caribbean America,1969,89565,64.75,2699.4845531178476
VCT,St. Vincent and the Grenadines,Caribbean America,1970,90501,65.13,2946.600910487177
VCT,St. Vincent and the Grenadines,Caribbean America,1971,91490,65.37,3014.4664990709366
VCT,St. Vincent and the Grenadines,Caribbean America,1972,92511,65.82,3767.5965993233235
VCT,St. Vincent and the Grenadines,Caribbean America,1973,93559,66.26,3326.0223388450067
VCT,St. Vincent and the Grenadines,Caribbean America,1974,94618,66.61,3011.9534866515887
VCT,St. Vincent and the Grenadines,Caribbean America,1975,95665,66.97,2764.3148173313125
VCT,St. Vincent and the Grenadines,Caribbean America,1976,96694,67.47,3031.6262953233913
VCT,St. Vincent and the Grenadines,Caribbean America,1977,97708,67.94,3098.6379109182462
VCT,St. Vincent and the Grenadines,Caribbean America,1978,98688,68.47,3382.017945444228
VCT,St. Vincent and the Grenadines,Caribbean America,1979,99649,69.02,3477.531365091471
VCT,St. Vincent and the Grenadines,Caribbean America,1980,100566,69.34,3544.9869438975397
VCT,St. Vincent and the Grenadines,Caribbean America,1981,101439,69.74,3692.0603515413204
VCT,St. Vincent and the Grenadines,Caribbean America,1982,102255,70.15,3842.237738985869
VCT,St. Vincent and the Grenadines,Caribbean America,1983,103035,70.45,3912.0662978599503
VCT,St. Vincent and the Grenadines,Caribbean America,1984,103776,70.56,4156.522962920136
VCT,St. Vincent and the Grenadines,Caribbean America,1985,104503,70.74,4400.406256279724
VCT,St. Vincent and the Grenadines,Caribbean America,1986,105217,70.86,4634.042863795775
VCT,St. Vincent and the Grenadines,Caribbean America,1987,105905,70.89,4642.6522071668005
VCT,St. Vincent and the Grenadines,Caribbean America,1988,106533,70.97,5285.7834379957385
VCT,St. Vincent and the Grenadines,Caribbean America,1989,107071,71,5354.343211513855
VCT,St. Vincent and the Grenadines,Caribbean America,1990,107489,71.01,5577.2383592739725
VCT,St. Vincent and the Grenadines,Caribbean America,1991,107772,71.35,5625.299298519096
VCT,St. Vincent and the Grenadines,Caribbean America,1992,107941,71.47,5974.38501588831
VCT,St. Vincent and the Grenadines,Caribbean America,1993,108036,71.48,6223.572364767299
VCT,St. Vincent and the Grenadines,Caribbean America,1994,108059,71.42,6144.780971506307
VCT,St. Vincent and the Grenadines,Caribbean America,1995,108043,71.38,6623.174856307211
VCT,St. Vincent and the Grenadines,Caribbean America,1996,107983,70.95,6712.089004750748
VCT,St. Vincent and the Grenadines,Caribbean America,1997,107895,70.88,6952.6186199545855
VCT,St. Vincent and the Grenadines,Caribbean America,1998,107807,70.96,7243.255243166028
VCT,St. Vincent and the Grenadines,Caribbean America,1999,107763,71.12,7442.582667520392
VCT,St. Vincent and the Grenadines,Caribbean America,2000,107787,71.24,7562.755156002116
VCT,St. Vincent and the Grenadines,Caribbean America,2001,107893,71.66,7684.037972806392
VCT,St. Vincent and the Grenadines,Caribbean America,2002,108095,71.69,8154.604523798511
VCT,St. Vincent and the Grenadines,Caribbean America,2003,108322,72.22,8763.11222097081
VCT,St. Vincent and the Grenadines,Caribbean America,2004,108520,72.27,9111.68695171397
VCT,St. Vincent and the Grenadines,Caribbean America,2005,108617,72.43,9329.616432050232
VCT,St. Vincent and the Grenadines,Caribbean America,2006,108602,72.61,10047.928638514944
VCT,St. Vincent and the Grenadines,Caribbean America,2007,108516,72.78,10391.920103947805
VCT,St. Vincent and the Grenadines,Caribbean America,2008,108401,72.96,10568.75110930711
VCT,St. Vincent and the Grenadines,Caribbean America,2009,108293,72.99,10357.034933005827
VCT,St. Vincent and the Grenadines,Caribbean America,2010,108260,72.9,10012.667938296694
VCT,St. Vincent and the Grenadines,Caribbean America,2011,108315,72.79,9965.064506301067
VCT,St. Vincent and the Grenadines,Caribbean America,2012,108435,72.55,10091.73643196385
VCT,St. Vincent and the Grenadines,Caribbean America,2013,108624,72.04,10259.042983134483
VCT,St. Vincent and the Grenadines,Caribbean America,2014,108868,72.08,10360.757403461072
VCT,St. Vincent and the Grenadines,Caribbean America,2015,109135,72.01,10472.152682457507
VCT,St. Vincent and the Grenadines,Caribbean America,2016,109467,72.19,10648.683703764606
VCT,St. Vincent and the Grenadines,Caribbean America,2017,109826,72.29,10704.269016444194
VCT,St. Vincent and the Grenadines,Caribbean America,2018,110210,72.41,10939.815715452318
VCT,St. Vincent and the Grenadines,Caribbean America,2019,110593,72.53,11183.28795674229
VCT,St. Vincent and the Grenadines,Caribbean America,2020,110947,72.65,11430.914454649517
WSM,Samoa,Polynesia Oceania,1950,82106,52.67,2976
WSM,Samoa,Polynesia Oceania,1951,84421,53.08,3011
WSM,Samoa,Polynesia Oceania,1952,86805,53.8,3046
WSM,Samoa,Polynesia Oceania,1953,89209,54.51,3081
WSM,Samoa,Polynesia Oceania,1954,91666,55.23,3117
WSM,Samoa,Polynesia Oceania,1955,94186,55.94,3153
WSM,Samoa,Polynesia Oceania,1956,96778,56.64,3190
WSM,Samoa,Polynesia Oceania,1957,99480,57.35,3227
WSM,Samoa,Polynesia Oceania,1958,102328,58.06,3264
WSM,Samoa,Polynesia Oceania,1959,105367,58.76,3302
WSM,Samoa,Polynesia Oceania,1960,108627,59.47,3341
WSM,Samoa,Polynesia Oceania,1961,112112,60.17,3379.04804124447
WSM,Samoa,Polynesia Oceania,1962,115768,60.88,3419.0972116647085
WSM,Samoa,Polynesia Oceania,1963,119552,61.6,3458.147483940043
WSM,Samoa,Polynesia Oceania,1964,123346,62.31,3498.1989201109077
WSM,Samoa,Polynesia Oceania,1965,127055,63.04,3539.251568218488
WSM,Samoa,Polynesia Oceania,1966,130672,63.76,3580.3053829435535
WSM,Samoa,Polynesia Oceania,1967,134181,64.49,3621.360356533339
WSM,Samoa,Polynesia Oceania,1968,137484,65.21,3663.416615751651
WSM,Samoa,Polynesia Oceania,1969,140495,65.94,3706.4741948112032
WSM,Samoa,Polynesia Oceania,1970,143146,66.67,3748.532854568063
WSM,Samoa,Polynesia Oceania,1971,145407,66.73,3792.59301821783
WSM,Samoa,Polynesia Oceania,1972,147295,66.74,3836.6544349774263
WSM,Samoa,Polynesia Oceania,1973,148858,66.67,3880.717099517661
WSM,Samoa,Polynesia Oceania,1974,150191,66.73,3433.683296602326
WSM,Samoa,Polynesia Oceania,1975,151353,67.19,3273.6979841826724
WSM,Samoa,Polynesia Oceania,1976,152362,67.74,3548.807064753679
WSM,Samoa,Polynesia Oceania,1977,153218,68.12,3493.844215431607
WSM,Samoa,Polynesia Oceania,1978,153986,68.56,3686.943267569779
WSM,Samoa,Polynesia Oceania,1979,154740,68.85,4150.12073801215
WSM,Samoa,Polynesia Oceania,1980,155522,69.19,3880.1029500649424
WSM,Samoa,Polynesia Oceania,1981,156410,69.31,3518.050022377086
WSM,Samoa,Polynesia Oceania,1982,157365,69.44,3472.0856353064532
WSM,Samoa,Polynesia Oceania,1983,158345,69.58,3478.136941488522
WSM,Samoa,Polynesia Oceania,1984,159243,69.72,3513.198319549368
WSM,Samoa,Polynesia Oceania,1985,159995,69.88,3637.292321635051
WSM,Samoa,Polynesia Oceania,1986,160552,70.06,3819.4112873087847
WSM,Samoa,Polynesia Oceania,1987,160962,70.26,3816.464413961059
WSM,Samoa,Polynesia Oceania,1988,161369,70.42,3737.487206340747
WSM,Samoa,Polynesia Oceania,1989,161935,70.6,3848.58608701022
WSM,Samoa,Polynesia Oceania,1990,162797,70.76,3650.5563308906185
WSM,Samoa,Polynesia Oceania,1991,164000,70.73,3540.626262195122
WSM,Samoa,Polynesia Oceania,1992,165490,71,3501.6667895341106
WSM,Samoa,Polynesia Oceania,1993,167117,71.08,3609.7026095489987
WSM,Samoa,Polynesia Oceania,1994,168689,71.09,3485.0954774763027
WSM,Samoa,Polynesia Oceania,1995,170050,71.13,3687.946286386357
WSM,Samoa,Polynesia Oceania,1996,171165,71.14,3927.0464405690414
WSM,Samoa,Polynesia Oceania,1997,172065,71.31,3931.572580129602
WSM,Samoa,Polynesia Oceania,1998,172839,71.49,3999.943236190906
WSM,Samoa,Polynesia Oceania,1999,173606,71.58,4069.231074962847
